ds,y,,,
19/02/2015,38.7333,,,
20/02/2015,38.7333,,,
21/02/2015,38.7333,,,
22/02/2015,38.7333,,,
23/02/2015,38.7333,,,
24/02/2015,38.7333,,,
25/02/2015,38.7333,,,
26/02/2015,38.7333,,,
27/02/2015,38.7333,,,
28/02/2015,38.7333,,,
01/03/2015,53.1,,,
02/03/2015,53.1,,,
03/03/2015,53.1,,,
04/03/2015,53.1,,,
05/03/2015,53.1,,,
06/03/2015,53.1,,,
07/03/2015,53.1,,,
08/03/2015,53.1,,,
09/03/2015,53.1,,,
10/03/2015,53.1,,,
11/03/2015,53.1,,,
12/03/2015,53.1,,,
13/03/2015,53.1,,,
14/03/2015,53.1,,,
15/03/2015,53.1,,,
16/03/2015,53.1,,,
17/03/2015,53.1,,,
18/03/2015,53.1,,,
19/03/2015,53.1,,,
20/03/2015,53.1,,,
21/03/2015,53.1,,,
22/03/2015,53.1,,,
23/03/2015,53.1,,,
24/03/2015,53.1,,,
25/03/2015,53.1,,,
26/03/2015,53.1,,,
27/03/2015,53.1,,,
28/03/2015,53.1,,,
29/03/2015,53.1,,,
30/03/2015,53.1,,,
31/03/2015,53.1,,,
01/04/2015,29.8333,,,
02/04/2015,29.8333,,,
03/04/2015,29.8333,,,
04/04/2015,29.8333,,,
05/04/2015,29.8333,,,
06/04/2015,29.8333,,,
07/04/2015,29.8333,,,
08/04/2015,29.8333,,,
09/04/2015,29.8333,,,
10/04/2015,29.8333,,,
11/04/2015,29.8333,,,
12/04/2015,29.8333,,,
13/04/2015,29.8333,,,
14/04/2015,29.8333,,,
15/04/2015,29.8333,,,
16/04/2015,29.8333,,,
17/04/2015,29.8333,,,
18/04/2015,29.8333,,,
19/04/2015,29.8333,,,
20/04/2015,29.8333,,,
21/04/2015,29.8333,,,
22/04/2015,29.8333,,,
23/04/2015,29.8333,,,
24/04/2015,29.8333,,,
25/04/2015,29.8333,,,
26/04/2015,29.8333,,,
27/04/2015,29.8333,,,
28/04/2015,29.8333,,,
29/04/2015,29.8333,,,
30/04/2015,29.8333,,,
01/05/2015,45.1,,,
02/05/2015,45.1,,,
03/05/2015,45.1,,,
04/05/2015,45.1,,,
05/05/2015,45.1,,,
06/05/2015,45.1,,,
07/05/2015,45.1,,,
08/05/2015,45.1,,,
09/05/2015,45.1,,,
10/05/2015,45.1,,,
11/05/2015,45.1,,,
12/05/2015,45.1,,,
13/05/2015,45.1,,,
14/05/2015,45.1,,,
15/05/2015,45.1,,,
16/05/2015,45.1,,,
17/05/2015,45.1,,,
18/05/2015,45.1,,,
19/05/2015,45.1,,,
20/05/2015,45.1,,,
21/05/2015,45.1,,,
22/05/2015,45.1,,,
23/05/2015,45.1,,,
24/05/2015,45.1,,,
25/05/2015,45.1,,,
26/05/2015,45.1,,,
27/05/2015,45.1,,,
28/05/2015,45.1,,,
29/05/2015,45.1,,,
30/05/2015,45.1,,,
31/05/2015,45.1,,,
01/06/2015,36.2333,,,
02/06/2015,36.2333,,,
03/06/2015,36.2333,,,
04/06/2015,36.2333,,,
05/06/2015,36.2333,,,
06/06/2015,36.2333,,,
07/06/2015,36.2333,,,
08/06/2015,36.2333,,,
09/06/2015,36.2333,,,
10/06/2015,36.2333,,,
11/06/2015,36.2333,,,
12/06/2015,36.2333,,,
13/06/2015,36.2333,,,
14/06/2015,36.2333,,,
15/06/2015,36.2333,,,
16/06/2015,36.2333,,,
17/06/2015,36.2333,,,
18/06/2015,36.2333,,,
19/06/2015,36.2333,,,
20/06/2015,36.2333,,,
21/06/2015,36.2333,,,
22/06/2015,36.2333,,,
23/06/2015,36.2333,,,
24/06/2015,36.2333,,,
25/06/2015,36.2333,,,
26/06/2015,36.2333,,,
27/06/2015,36.2333,,,
28/06/2015,36.2333,,,
29/06/2015,36.2333,,,
30/06/2015,36.2333,,,
01/07/2015,32.3333,,,
02/07/2015,32.3333,,,
03/07/2015,32.3333,,,
04/07/2015,32.3333,,,
05/07/2015,32.3333,,,
06/07/2015,32.3333,,,
07/07/2015,32.3333,,,
08/07/2015,32.3333,,,
09/07/2015,32.3333,,,
10/07/2015,32.3333,,,
11/07/2015,32.3333,,,
12/07/2015,32.3333,,,
13/07/2015,32.3333,,,
14/07/2015,32.3333,,,
15/07/2015,32.3333,,,
16/07/2015,32.3333,,,
17/07/2015,32.3333,,,
18/07/2015,32.3333,,,
19/07/2015,32.3333,,,
20/07/2015,32.3333,,,
21/07/2015,32.3333,,,
22/07/2015,32.3333,,,
23/07/2015,32.3333,,,
24/07/2015,32.3333,,,
25/07/2015,32.3333,,,
26/07/2015,32.3333,,,
27/07/2015,32.3333,,,
28/07/2015,32.3333,,,
29/07/2015,32.3333,,,
30/07/2015,32.3333,,,
31/07/2015,32.3333,,,
01/08/2015,43,,,
02/08/2015,43,,,
03/08/2015,43,,,
04/08/2015,43,,,
05/08/2015,43,,,
06/08/2015,43,,,
07/08/2015,43,,,
08/08/2015,43,,,
09/08/2015,43,,,
10/08/2015,43,,,
11/08/2015,43,,,
12/08/2015,43,,,
13/08/2015,43,,,
14/08/2015,43,,,
15/08/2015,43,,,
16/08/2015,43,,,
17/08/2015,43,,,
18/08/2015,43,,,
19/08/2015,43,,,
20/08/2015,43,,,
21/08/2015,43,,,
22/08/2015,43,,,
23/08/2015,43,,,
24/08/2015,43,,,
25/08/2015,43,,,
26/08/2015,43,,,
27/08/2015,43,,,
28/08/2015,43,,,
29/08/2015,43,,,
30/08/2015,43,,,
31/08/2015,43,,,
01/09/2015,42,,,
02/09/2015,42,,,
03/09/2015,42,,,
04/09/2015,42,,,
05/09/2015,42,,,
06/09/2015,42,,,
07/09/2015,42,,,
08/09/2015,42,,,
09/09/2015,42,,,
10/09/2015,42,,,
11/09/2015,42,,,
12/09/2015,42,,,
13/09/2015,42,,,
14/09/2015,42,,,
15/09/2015,42,,,
16/09/2015,42,,,
17/09/2015,42,,,
18/09/2015,42,,,
19/09/2015,42,,,
20/09/2015,42,,,
21/09/2015,42,,,
22/09/2015,42,,,
23/09/2015,42,,,
24/09/2015,42,,,
25/09/2015,42,,,
26/09/2015,42,,,
27/09/2015,42,,,
28/09/2015,42,,,
29/09/2015,42,,,
30/09/2015,42,,,
01/10/2015,45,,,
02/10/2015,45,,,
03/10/2015,45,,,
04/10/2015,45,,,
05/10/2015,45,,,
06/10/2015,45,,,
07/10/2015,45,,,
08/10/2015,45,,,
09/10/2015,45,,,
10/10/2015,45,,,
11/10/2015,45,,,
12/10/2015,45,,,
13/10/2015,45,,,
14/10/2015,45,,,
15/10/2015,45,,,
16/10/2015,45,,,
17/10/2015,45,,,
18/10/2015,45,,,
19/10/2015,45,,,
20/10/2015,45,,,
21/10/2015,45,,,
22/10/2015,45,,,
23/10/2015,45,,,
24/10/2015,45,,,
25/10/2015,45,,,
26/10/2015,45,,,
27/10/2015,45,,,
28/10/2015,45,,,
29/10/2015,45,,,
30/10/2015,45,,,
31/10/2015,45,,,
01/11/2015,47,,,
02/11/2015,47,,,
03/11/2015,47,,,
04/11/2015,47,,,
05/11/2015,47,,,
06/11/2015,47,,,
07/11/2015,47,,,
08/11/2015,47,,,
09/11/2015,47,,,
10/11/2015,47,,,
11/11/2015,47,,,
12/11/2015,47,,,
13/11/2015,47,,,
14/11/2015,47,,,
15/11/2015,47,,,
16/11/2015,47,,,
17/11/2015,47,,,
18/11/2015,47,,,
19/11/2015,47,,,
20/11/2015,47,,,
21/11/2015,47,,,
22/11/2015,47,,,
23/11/2015,47,,,
24/11/2015,47,,,
25/11/2015,47,,,
26/11/2015,47,,,
27/11/2015,47,,,
28/11/2015,47,,,
29/11/2015,47,,,
30/11/2015,47,,,
01/12/2015,56,,,
02/12/2015,56,,,
03/12/2015,56,,,
04/12/2015,56,,,
05/12/2015,56,,,
06/12/2015,56,,,
07/12/2015,56,,,
08/12/2015,56,,,
09/12/2015,56,,,
10/12/2015,56,,,
11/12/2015,56,,,
12/12/2015,56,,,
13/12/2015,56,,,
14/12/2015,56,,,
15/12/2015,56,,,
16/12/2015,56,,,
17/12/2015,56,,,
18/12/2015,56,,,
19/12/2015,56,,,
20/12/2015,56,,,
21/12/2015,56,,,
22/12/2015,56,,,
23/12/2015,56,,,
24/12/2015,56,,,
25/12/2015,56,,,
26/12/2015,56,,,
27/12/2015,56,,,
28/12/2015,56,,,
29/12/2015,56,,,
30/12/2015,56,,,
31/12/2015,56,,,
01/01/2016,34,,,
02/01/2016,34,,,
03/01/2016,34,,,
04/01/2016,34,,,
05/01/2016,34,,,
06/01/2016,34,,,
07/01/2016,34,,,
08/01/2016,34,,,
09/01/2016,34,,,
10/01/2016,34,,,
11/01/2016,34,,,
12/01/2016,34,,,
13/01/2016,34,,,
14/01/2016,34,,,
15/01/2016,34,,,
16/01/2016,34,,,
17/01/2016,34,,,
18/01/2016,34,,,
19/01/2016,34,,,
20/01/2016,34,,,
21/01/2016,34,,,
22/01/2016,34,,,
23/01/2016,34,,,
24/01/2016,34,,,
25/01/2016,34,,,
26/01/2016,34,,,
27/01/2016,34,,,
28/01/2016,34,,,
29/01/2016,34,,,
30/01/2016,34,,,
31/01/2016,34,,,
01/02/2016,38,,,
02/02/2016,38,,,
03/02/2016,38,,,
04/02/2016,38,,,
05/02/2016,38,,,
06/02/2016,38,,,
07/02/2016,38,,,
08/02/2016,38,,,
09/02/2016,38,,,
10/02/2016,38,,,
11/02/2016,38,,,
12/02/2016,38,,,
13/02/2016,38,,,
14/02/2016,38,,,
15/02/2016,38,,,
16/02/2016,38,,,
17/02/2016,38,,,
18/02/2016,38,,,
19/02/2016,38,,,
20/02/2016,38,,,
21/02/2016,38,,,
22/02/2016,38,,,
23/02/2016,38,,,
24/02/2016,38,,,
25/02/2016,38,,,
26/02/2016,38,,,
27/02/2016,38,,,
28/02/2016,38,,,
29/02/2016,38,,,
01/03/2016,54,,,
02/03/2016,54,,,
03/03/2016,54,,,
04/03/2016,54,,,
05/03/2016,54,,,
06/03/2016,54,,,
07/03/2016,54,,,
08/03/2016,54,,,
09/03/2016,54,,,
10/03/2016,54,,,
11/03/2016,54,,,
12/03/2016,54,,,
13/03/2016,54,,,
14/03/2016,54,,,
15/03/2016,54,,,
16/03/2016,54,,,
17/03/2016,54,,,
18/03/2016,54,,,
19/03/2016,54,,,
20/03/2016,54,,,
21/03/2016,54,,,
22/03/2016,54,,,
23/03/2016,54,,,
24/03/2016,54,,,
25/03/2016,54,,,
26/03/2016,54,,,
27/03/2016,54,,,
28/03/2016,54,,,
29/03/2016,54,,,
30/03/2016,54,,,
31/03/2016,54,,,
01/04/2016,51,,,
02/04/2016,51,,,
03/04/2016,51,,,
04/04/2016,51,,,
05/04/2016,51,,,
06/04/2016,51,,,
07/04/2016,51,,,
08/04/2016,51,,,
09/04/2016,51,,,
10/04/2016,51,,,
11/04/2016,51,,,
12/04/2016,51,,,
13/04/2016,51,,,
14/04/2016,51,,,
15/04/2016,51,,,
16/04/2016,51,,,
17/04/2016,51,,,
18/04/2016,51,,,
19/04/2016,51,,,
20/04/2016,51,,,
21/04/2016,51,,,
22/04/2016,51,,,
23/04/2016,51,,,
24/04/2016,51,,,
25/04/2016,51,,,
26/04/2016,51,,,
27/04/2016,51,,,
28/04/2016,51,,,
29/04/2016,51,,,
30/04/2016,51,,,
01/05/2016,52.5,,,
02/05/2016,52.5,,,
03/05/2016,52.5,,,
04/05/2016,52.5,,,
05/05/2016,52.5,,,
06/05/2016,52.5,,,
07/05/2016,52.5,,,
08/05/2016,52.5,,,
09/05/2016,52.5,,,
10/05/2016,52.5,,,
11/05/2016,52.5,,,
12/05/2016,52.5,,,
13/05/2016,52.5,,,
14/05/2016,52.5,,,
15/05/2016,52.5,,,
16/05/2016,52.5,,,
17/05/2016,52.5,,,
18/05/2016,52.5,,,
19/05/2016,52.5,,,
20/05/2016,52.5,,,
21/05/2016,52.5,,,
22/05/2016,52.5,,,
23/05/2016,52.5,,,
24/05/2016,52.5,,,
25/05/2016,52.5,,,
26/05/2016,52.5,,,
27/05/2016,52.5,,,
28/05/2016,52.5,,,
29/05/2016,52.5,,,
30/05/2016,52.5,,,
31/05/2016,52.5,,,
01/06/2016,53.33,,,
02/06/2016,53.33,,,
03/06/2016,53.33,,,
04/06/2016,53.33,,,
05/06/2016,53.33,,,
06/06/2016,53.33,,,
07/06/2016,53.33,,,
08/06/2016,53.33,,,
09/06/2016,53.33,,,
10/06/2016,53.33,,,
11/06/2016,53.33,,,
12/06/2016,53.33,,,
13/06/2016,53.33,,,
14/06/2016,53.33,,,
15/06/2016,53.33,,,
16/06/2016,53.33,,,
17/06/2016,53.33,,,
18/06/2016,53.33,,,
19/06/2016,53.33,,,
20/06/2016,53.33,,,
21/06/2016,53.33,,,
22/06/2016,53.33,,,
23/06/2016,53.33,,,
24/06/2016,53.33,,,
25/06/2016,53.33,,,
26/06/2016,53.33,,,
27/06/2016,53.33,,,
28/06/2016,53.33,,,
29/06/2016,53.33,,,
30/06/2016,53.33,,,
01/07/2016,37.933,,,
02/07/2016,37.933,,,
03/07/2016,37.933,,,
04/07/2016,37.933,,,
05/07/2016,37.933,,,
06/07/2016,37.933,,,
07/07/2016,37.933,,,
08/07/2016,37.933,,,
09/07/2016,37.933,,,
10/07/2016,37.933,,,
11/07/2016,37.933,,,
12/07/2016,37.933,,,
13/07/2016,37.933,,,
14/07/2016,37.933,,,
15/07/2016,37.933,,,
16/07/2016,37.933,,,
17/07/2016,37.933,,,
18/07/2016,37.933,,,
19/07/2016,37.933,,,
20/07/2016,37.933,,,
21/07/2016,37.933,,,
22/07/2016,37.933,,,
23/07/2016,37.933,,,
24/07/2016,37.933,,,
25/07/2016,37.933,,,
26/07/2016,37.933,,,
27/07/2016,37.933,,,
28/07/2016,37.933,,,
29/07/2016,37.933,,,
30/07/2016,37.933,,,
31/07/2016,37.933,,,
01/08/2016,35,,,
02/08/2016,35,,,
03/08/2016,35,,,
04/08/2016,35,,,
05/08/2016,35,,,
06/08/2016,35,,,
07/08/2016,35,,,
08/08/2016,35,,,
09/08/2016,35,,,
10/08/2016,35,,,
11/08/2016,35,,,
12/08/2016,35,,,
13/08/2016,35,,,
14/08/2016,35,,,
15/08/2016,35,,,
16/08/2016,35,,,
17/08/2016,35,,,
18/08/2016,35,,,
19/08/2016,35,,,
20/08/2016,35,,,
21/08/2016,35,,,
22/08/2016,35,,,
23/08/2016,35,,,
24/08/2016,35,,,
25/08/2016,35,,,
26/08/2016,35,,,
27/08/2016,35,,,
28/08/2016,35,,,
29/08/2016,35,,,
30/08/2016,35,,,
31/08/2016,35,,,
01/09/2016,38,,,
02/09/2016,38,,,
03/09/2016,38,,,
04/09/2016,38,,,
05/09/2016,38,,,
06/09/2016,38,,,
07/09/2016,38,,,
08/09/2016,38,,,
09/09/2016,38,,,
10/09/2016,38,,,
11/09/2016,38,,,
12/09/2016,38,,,
13/09/2016,38,,,
14/09/2016,38,,,
15/09/2016,38,,,
16/09/2016,38,,,
17/09/2016,38,,,
18/09/2016,38,,,
19/09/2016,38,,,
20/09/2016,38,,,
21/09/2016,38,,,
22/09/2016,38,,,
23/09/2016,38,,,
24/09/2016,38,,,
25/09/2016,38,,,
26/09/2016,38,,,
27/09/2016,38,,,
28/09/2016,38,,,
29/09/2016,38,,,
30/09/2016,38,,,
01/10/2016,39.6,,,
02/10/2016,39.6,,,
03/10/2016,39.6,,,
04/10/2016,39.6,,,
05/10/2016,39.6,,,
06/10/2016,39.6,,,
07/10/2016,39.6,,,
08/10/2016,39.6,,,
09/10/2016,39.6,,,
10/10/2016,39.6,,,
11/10/2016,39.6,,,
12/10/2016,39.6,,,
13/10/2016,39.6,,,
14/10/2016,39.6,,,
15/10/2016,39.6,,,
16/10/2016,39.6,,,
17/10/2016,39.6,,,
18/10/2016,39.6,,,
19/10/2016,39.6,,,
20/10/2016,39.6,,,
21/10/2016,39.6,,,
22/10/2016,39.6,,,
23/10/2016,39.6,,,
24/10/2016,39.6,,,
25/10/2016,39.6,,,
26/10/2016,39.6,,,
27/10/2016,39.6,,,
28/10/2016,39.6,,,
29/10/2016,39.6,,,
30/10/2016,39.6,,,
31/10/2016,39.6,,,
01/11/2016,43.2,,,
02/11/2016,43.2,,,
03/11/2016,43.2,,,
04/11/2016,43.2,,,
05/11/2016,43.2,,,
06/11/2016,43.2,,,
07/11/2016,43.2,,,
08/11/2016,43.2,,,
09/11/2016,43.2,,,
10/11/2016,43.2,,,
11/11/2016,43.2,,,
12/11/2016,43.2,,,
13/11/2016,43.2,,,
14/11/2016,43.2,,,
15/11/2016,43.2,,,
16/11/2016,43.2,,,
17/11/2016,43.2,,,
18/11/2016,43.2,,,
19/11/2016,43.2,,,
20/11/2016,43.2,,,
21/11/2016,43.2,,,
22/11/2016,43.2,,,
23/11/2016,43.2,,,
24/11/2016,43.2,,,
25/11/2016,43.2,,,
26/11/2016,43.2,,,
27/11/2016,43.2,,,
28/11/2016,43.2,,,
29/11/2016,43.2,,,
30/11/2016,43.2,,,
01/12/2016,43.3,,,
02/12/2016,43.3,,,
03/12/2016,43.3,,,
04/12/2016,43.3,,,
05/12/2016,43.3,,,
06/12/2016,43.3,,,
07/12/2016,43.3,,,
08/12/2016,43.3,,,
09/12/2016,43.3,,,
10/12/2016,43.3,,,
11/12/2016,43.3,,,
12/12/2016,43.3,,,
13/12/2016,43.3,,,
14/12/2016,43.3,,,
15/12/2016,43.3,,,
16/12/2016,43.3,,,
17/12/2016,43.3,,,
18/12/2016,43.3,,,
19/12/2016,43.3,,,
20/12/2016,43.3,,,
21/12/2016,43.3,,,
22/12/2016,43.3,,,
23/12/2016,43.3,,,
24/12/2016,43.3,,,
25/12/2016,43.3,,,
26/12/2016,43.3,,,
27/12/2016,43.3,,,
28/12/2016,43.3,,,
29/12/2016,43.3,,,
30/12/2016,43.3,,,
31/12/2016,43.3,,,
01/01/2017,45.5333,,,
02/01/2017,45.5333,,,
03/01/2017,45.5333,,,
04/01/2017,45.5333,,,
05/01/2017,45.5333,,,
06/01/2017,45.5333,,,
07/01/2017,45.5333,,,
08/01/2017,45.5333,,,
09/01/2017,45.5333,,,
10/01/2017,45.5333,,,
11/01/2017,45.5333,,,
12/01/2017,45.5333,,,
13/01/2017,45.5333,,,
14/01/2017,45.5333,,,
15/01/2017,45.5333,,,
16/01/2017,45.5333,,,
17/01/2017,45.5333,,,
18/01/2017,45.5333,,,
19/01/2017,45.5333,,,
20/01/2017,45.5333,,,
21/01/2017,45.5333,,,
22/01/2017,45.5333,,,
23/01/2017,45.5333,,,
24/01/2017,45.5333,,,
25/01/2017,45.5333,,,
26/01/2017,45.5333,,,
27/01/2017,45.5333,,,
28/01/2017,45.5333,,,
29/01/2017,45.5333,,,
30/01/2017,45.5333,,,
31/01/2017,45.5333,,,
01/02/2017,58.4,,,
02/02/2017,58.4,,,
03/02/2017,58.4,,,
04/02/2017,58.4,,,
05/02/2017,58.4,,,
06/02/2017,58.4,,,
07/02/2017,58.4,,,
08/02/2017,58.4,,,
09/02/2017,58.4,,,
10/02/2017,58.4,,,
11/02/2017,58.4,,,
12/02/2017,58.4,,,
13/02/2017,58.4,,,
14/02/2017,58.4,,,
15/02/2017,58.4,,,
16/02/2017,58.4,,,
17/02/2017,58.4,,,
18/02/2017,58.4,,,
19/02/2017,58.4,,,
20/02/2017,58.4,,,
21/02/2017,58.4,,,
22/02/2017,58.4,,,
23/02/2017,58.4,,,
24/02/2017,58.4,,,
25/02/2017,58.4,,,
26/02/2017,58.4,,,
27/02/2017,58.4,,,
28/02/2017,58.4,,,
01/03/2017,56.16666667,,,
02/03/2017,56.16666667,,,
03/03/2017,56.16666667,,,
04/03/2017,56.16666667,,,
05/03/2017,56.16666667,,,
06/03/2017,56.16666667,,,
07/03/2017,56.16666667,,,
08/03/2017,56.16666667,,,
09/03/2017,56.16666667,,,
10/03/2017,56.16666667,,,
11/03/2017,56.16666667,,,
12/03/2017,56.16666667,,,
13/03/2017,56.16666667,,,
14/03/2017,56.16666667,,,
15/03/2017,56.16666667,,,
16/03/2017,56.16666667,,,
17/03/2017,56.16666667,,,
18/03/2017,56.16666667,,,
19/03/2017,56.16666667,,,
20/03/2017,56.16666667,,,
21/03/2017,56.16666667,,,
22/03/2017,56.16666667,,,
23/03/2017,56.16666667,,,
24/03/2017,56.16666667,,,
25/03/2017,56.16666667,,,
26/03/2017,56.16666667,,,
27/03/2017,56.16666667,,,
28/03/2017,56.16666667,,,
29/03/2017,56.16666667,,,
30/03/2017,56.16666667,,,
31/03/2017,56.16666667,,,
01/04/2017,44.03333333,,,
02/04/2017,44.03333333,,,
03/04/2017,44.03333333,,,
04/04/2017,44.03333333,,,
05/04/2017,44.03333333,,,
06/04/2017,44.03333333,,,
07/04/2017,44.03333333,,,
08/04/2017,44.03333333,,,
09/04/2017,44.03333333,,,
10/04/2017,44.03333333,,,
11/04/2017,44.03333333,,,
12/04/2017,44.03333333,,,
13/04/2017,44.03333333,,,
14/04/2017,44.03333333,,,
15/04/2017,44.03333333,,,
16/04/2017,44.03333333,,,
17/04/2017,44.03333333,,,
18/04/2017,44.03333333,,,
19/04/2017,44.03333333,,,
20/04/2017,44.03333333,,,
21/04/2017,44.03333333,,,
22/04/2017,44.03333333,,,
23/04/2017,44.03333333,,,
24/04/2017,44.03333333,,,
25/04/2017,44.03333333,,,
26/04/2017,44.03333333,,,
27/04/2017,44.03333333,,,
28/04/2017,44.03333333,,,
29/04/2017,44.03333333,,,
30/04/2017,44.03333333,,,
01/05/2017,67.06666667,,,
02/05/2017,67.06666667,,,
03/05/2017,67.06666667,,,
04/05/2017,67.06666667,,,
05/05/2017,67.06666667,,,
06/05/2017,67.06666667,,,
07/05/2017,67.06666667,,,
08/05/2017,67.06666667,,,
09/05/2017,67.06666667,,,
10/05/2017,67.06666667,,,
11/05/2017,67.06666667,,,
12/05/2017,67.06666667,,,
13/05/2017,67.06666667,,,
14/05/2017,67.06666667,,,
15/05/2017,67.06666667,,,
16/05/2017,67.06666667,,,
17/05/2017,67.06666667,,,
18/05/2017,67.06666667,,,
19/05/2017,67.06666667,,,
20/05/2017,67.06666667,,,
21/05/2017,67.06666667,,,
22/05/2017,67.06666667,,,
23/05/2017,67.06666667,,,
24/05/2017,67.06666667,,,
25/05/2017,67.06666667,,,
26/05/2017,67.06666667,,,
27/05/2017,67.06666667,,,
28/05/2017,67.06666667,,,
29/05/2017,67.06666667,,,
30/05/2017,67.06666667,,,
31/05/2017,67.06666667,,,
01/06/2017,58.93333333,,,
02/06/2017,58.93333333,,,
03/06/2017,58.93333333,,,
04/06/2017,58.93333333,,,
05/06/2017,58.93333333,,,
06/06/2017,58.93333333,,,
07/06/2017,58.93333333,,,
08/06/2017,58.93333333,,,
09/06/2017,58.93333333,,,
10/06/2017,58.93333333,,,
11/06/2017,58.93333333,,,
12/06/2017,58.93333333,,,
13/06/2017,58.93333333,,,
14/06/2017,58.93333333,,,
15/06/2017,58.93333333,,,
16/06/2017,58.93333333,,,
17/06/2017,58.93333333,,,
18/06/2017,58.93333333,,,
19/06/2017,58.93333333,,,
20/06/2017,58.93333333,,,
21/06/2017,58.93333333,,,
22/06/2017,58.93333333,,,
23/06/2017,58.93333333,,,
24/06/2017,58.93333333,,,
25/06/2017,58.93333333,,,
26/06/2017,58.93333333,,,
27/06/2017,58.93333333,,,
28/06/2017,58.93333333,,,
29/06/2017,58.93333333,,,
30/06/2017,58.93333333,,,
01/07/2017,63.13333333,,,
02/07/2017,63.13333333,,,
03/07/2017,63.13333333,,,
04/07/2017,63.13333333,,,
05/07/2017,63.13333333,,,
06/07/2017,63.13333333,,,
07/07/2017,63.13333333,,,
08/07/2017,63.13333333,,,
09/07/2017,63.13333333,,,
10/07/2017,63.13333333,,,
11/07/2017,63.13333333,,,
12/07/2017,63.13333333,,,
13/07/2017,63.13333333,,,
14/07/2017,63.13333333,,,
15/07/2017,63.13333333,,,
16/07/2017,63.13333333,,,
17/07/2017,63.13333333,,,
18/07/2017,63.13333333,,,
19/07/2017,63.13333333,,,
20/07/2017,63.13333333,,,
21/07/2017,63.13333333,,,
22/07/2017,63.13333333,,,
23/07/2017,63.13333333,,,
24/07/2017,63.13333333,,,
25/07/2017,63.13333333,,,
26/07/2017,63.13333333,,,
27/07/2017,63.13333333,,,
28/07/2017,63.13333333,,,
29/07/2017,63.13333333,,,
30/07/2017,63.13333333,,,
31/07/2017,63.13333333,,,
01/08/2017,59.2,,,
02/08/2017,59.2,,,
03/08/2017,59.2,,,
04/08/2017,59.2,,,
05/08/2017,59.2,,,
06/08/2017,59.2,,,
07/08/2017,59.2,,,
08/08/2017,59.2,,,
09/08/2017,59.2,,,
10/08/2017,59.2,,,
11/08/2017,59.2,,,
12/08/2017,59.2,,,
13/08/2017,59.2,,,
14/08/2017,59.2,,,
15/08/2017,59.2,,,
16/08/2017,59.2,,,
17/08/2017,59.2,,,
18/08/2017,59.2,,,
19/08/2017,59.2,,,
20/08/2017,59.2,,,
21/08/2017,59.2,,,
22/08/2017,59.2,,,
23/08/2017,59.2,,,
24/08/2017,59.2,,,
25/08/2017,59.2,,,
26/08/2017,59.2,,,
27/08/2017,59.2,,,
28/08/2017,59.2,,,
29/08/2017,59.2,,,
30/08/2017,59.2,,,
31/08/2017,59.2,,,
01/09/2017,50.36666667,,,
02/09/2017,50.36666667,,,
03/09/2017,50.36666667,,,
04/09/2017,50.36666667,,,
05/09/2017,50.36666667,,,
06/09/2017,50.36666667,,,
07/09/2017,50.36666667,,,
08/09/2017,50.36666667,,,
09/09/2017,50.36666667,,,
10/09/2017,50.36666667,,,
11/09/2017,50.36666667,,,
12/09/2017,50.36666667,,,
13/09/2017,50.36666667,,,
14/09/2017,50.36666667,,,
15/09/2017,50.36666667,,,
16/09/2017,50.36666667,,,
17/09/2017,50.36666667,,,
18/09/2017,50.36666667,,,
19/09/2017,50.36666667,,,
20/09/2017,50.36666667,,,
21/09/2017,50.36666667,,,
22/09/2017,50.36666667,,,
23/09/2017,50.36666667,,,
24/09/2017,50.36666667,,,
25/09/2017,50.36666667,,,
26/09/2017,50.36666667,,,
27/09/2017,50.36666667,,,
28/09/2017,50.36666667,,,
29/09/2017,50.36666667,,,
30/09/2017,50.36666667,,,
01/10/2017,48.6,,,
02/10/2017,48.6,,,
03/10/2017,48.6,,,
04/10/2017,48.6,,,
05/10/2017,48.6,,,
06/10/2017,48.6,,,
07/10/2017,48.6,,,
08/10/2017,48.6,,,
09/10/2017,48.6,,,
10/10/2017,48.6,,,
11/10/2017,48.6,,,
12/10/2017,48.6,,,
13/10/2017,48.6,,,
14/10/2017,48.6,,,
15/10/2017,48.6,,,
16/10/2017,48.6,,,
17/10/2017,48.6,,,
18/10/2017,48.6,,,
19/10/2017,48.6,,,
20/10/2017,48.6,,,
21/10/2017,48.6,,,
22/10/2017,48.6,,,
23/10/2017,48.6,,,
24/10/2017,48.6,,,
25/10/2017,48.6,,,
26/10/2017,48.6,,,
27/10/2017,48.6,,,
28/10/2017,48.6,,,
29/10/2017,48.6,,,
30/10/2017,48.6,,,
31/10/2017,48.6,,,
01/11/2017,45.43333333,,,
02/11/2017,45.43333333,,,
03/11/2017,45.43333333,,,
04/11/2017,45.43333333,,,
05/11/2017,45.43333333,,,
06/11/2017,45.43333333,,,
07/11/2017,45.43333333,,,
08/11/2017,45.43333333,,,
09/11/2017,45.43333333,,,
10/11/2017,45.43333333,,,
11/11/2017,45.43333333,,,
12/11/2017,45.43333333,,,
13/11/2017,45.43333333,,,
14/11/2017,45.43333333,,,
15/11/2017,45.43333333,,,
16/11/2017,45.43333333,,,
17/11/2017,45.43333333,,,
18/11/2017,45.43333333,,,
19/11/2017,45.43333333,,,
20/11/2017,45.43333333,,,
21/11/2017,45.43333333,,,
22/11/2017,45.43333333,,,
