ds,y,dollar
2015-12-24,56,122
2015-12-25,56,122
2015-12-26,56,122
2015-12-27,56,122
2015-12-28,56,122
2015-12-29,56,122
2015-12-30,56,122
2015-12-31,56,122
2016-01-01,34,122
2016-01-02,34,122
2016-01-03,34,122
2016-01-04,34,122
2016-01-05,34,122
2016-01-06,34,122
2016-01-07,34,122
2016-01-08,34,122
2016-01-09,34,122
2016-01-10,34,122
2016-01-11,34,122
2016-01-12,34,122
2016-01-13,34,122
2016-01-14,34,122
2016-01-15,34,122
2016-01-16,34,122
2016-01-17,34,122
2016-01-18,34,122
2016-01-19,34,122
2016-01-20,34,123
2016-01-21,34,123
2016-01-22,34,123
2016-01-23,34,123
2016-01-24,34,123
2016-01-25,34,123
2016-01-26,34,123
2016-01-27,34,123
2016-01-28,34,123
2016-01-29,34,123
2016-01-30,34,123
2016-01-31,34,123
2016-02-01,38,123
2016-02-02,38,123
2016-02-03,38,123
2016-02-04,38,123
2016-02-05,38,123
2016-02-06,38,123
2016-02-07,38,123
2016-02-08,38,123
2016-02-09,38,123
2016-02-10,38,123
2016-02-11,38,123
2016-02-12,38,123
2016-02-13,38,123
2016-02-14,38,123
2016-02-15,38,123
2016-02-16,38,123
2016-02-17,38,123
2016-02-18,38,123
2016-02-19,38,123
2016-02-20,38,123
2016-02-21,38,123
2016-02-22,38,123
2016-02-23,38,123
2016-02-24,38,123
2016-02-25,38,123
2016-02-26,38,123
2016-02-27,38,123
2016-02-28,38,123
2016-02-29,38,123
2016-03-01,54,123
2016-03-02,54,124
2016-03-03,54,124
2016-03-04,54,124
2016-03-05,54,124
2016-03-06,54,124
2016-03-07,54,124
2016-03-08,54,124
2016-03-09,54,124
2016-03-10,54,124
2016-03-11,54,124
2016-03-12,54,124
2016-03-13,54,124
2016-03-14,54,124
2016-03-15,54,124
2016-03-16,54,124
2016-03-17,54,124
2016-03-18,54,124
2016-03-19,54,124
2016-03-20,54,124
2016-03-21,54,124
2016-03-22,54,124
2016-03-23,54,124
2016-03-24,54,124
2016-03-25,54,124
2016-03-26,54,124
2016-03-27,54,124
2016-03-28,54,124
2016-03-29,54,124
2016-03-30,54,124
2016-03-31,54,124
2016-04-01,51,124
2016-04-02,51,124
2016-04-03,51,124
2016-04-04,51,124
2016-04-05,51,124
2016-04-06,51,124
2016-04-07,51,124
2016-04-08,51,124
2016-04-09,51,124
2016-04-10,51,124
2016-04-11,51,124
2016-04-12,51,125
2016-04-13,51,125
2016-04-14,51,125
2016-04-15,51,125
2016-04-16,51,125
2016-04-17,51,125
2016-04-18,51,125
2016-04-19,51,125
2016-04-20,51,125
2016-04-21,51,125
2016-04-22,51,125
2016-04-23,51,125
2016-04-24,51,125
2016-04-25,51,125
2016-04-26,51,125
2016-04-27,51,125
2016-04-28,51,125
2016-04-29,51,125
2016-04-30,51,125
2016-05-01,53,125
2016-05-02,53,125
2016-05-03,53,125
2016-05-04,53,125
2016-05-05,53,125
2016-05-06,53,125
2016-05-07,53,125
2016-05-08,53,125
2016-05-09,53,125
2016-05-10,53,125
2016-05-11,53,125
2016-05-12,53,125
2016-05-13,53,125
2016-05-14,53,125
2016-05-15,53,125
2016-05-16,53,125
2016-05-17,53,125
2016-05-18,53,125
2016-05-19,53,125
2016-05-20,53,125
2016-05-21,53,125
2016-05-22,53,125
2016-05-23,53,125
2016-05-24,53,126
2016-05-25,53,126
2016-05-26,53,126
2016-05-27,53,126
2016-05-28,53,126
2016-05-29,53,126
2016-05-30,53,126
2016-05-31,53,126
2016-06-01,53,126
2016-06-02,53,126
2016-06-03,53,126
2016-06-04,53,126
2016-06-05,53,126
2016-06-06,53,126
2016-06-07,53,126
2016-06-08,53,126
2016-06-09,53,126
2016-06-10,53,126
2016-06-11,53,126
2016-06-12,53,126
2016-06-13,53,126
2016-06-14,53,126
2016-06-15,53,126
2016-06-16,53,126
2016-06-17,53,126
2016-06-18,53,126
2016-06-19,53,126
2016-06-20,53,126
2016-06-21,53,126
2016-06-22,53,126
2016-06-23,53,126
2016-06-24,53,126
2016-06-25,53,126
2016-06-26,53,126
2016-06-27,53,126
2016-06-28,53,126
2016-06-29,53,126
2016-06-30,53,126
2016-07-01,38,126
2016-07-02,38,126
2016-07-03,38,126
2016-07-04,38,127
2016-07-05,38,127
2016-07-06,38,127
2016-07-07,38,127
2016-07-08,38,127
2016-07-09,38,127
2016-07-10,38,127
2016-07-11,38,127
2016-07-12,38,127
2016-07-13,38,127
2016-07-14,38,127
2016-07-15,38,127
2016-07-16,38,127
2016-07-17,38,127
2016-07-18,38,127
2016-07-19,38,127
2016-07-20,38,127
2016-07-21,38,127
2016-07-22,38,127
2016-07-23,38,127
2016-07-24,38,127
2016-07-25,38,127
2016-07-26,38,127
2016-07-27,38,127
2016-07-28,38,127
2016-07-29,38,127
2016-07-30,38,127
2016-07-31,38,127
2016-08-01,35,127
2016-08-02,35,127
2016-08-03,35,127
2016-08-04,35,127
2016-08-05,35,127
2016-08-06,35,127
2016-08-07,35,127
2016-08-08,35,127
2016-08-09,35,127
2016-08-10,35,127
2016-08-11,35,127
2016-08-12,35,127
2016-08-13,35,127
2016-08-14,35,128
2016-08-15,35,128
2016-08-16,35,128
2016-08-17,35,128
2016-08-18,35,128
2016-08-19,35,128
2016-08-20,35,128
2016-08-21,35,128
2016-08-22,35,128
2016-08-23,35,128
2016-08-24,35,128
2016-08-25,35,128
2016-08-26,35,128
2016-08-27,35,128
2016-08-28,35,128
2016-08-29,35,128
2016-08-30,35,128
2016-08-31,35,128
2016-09-01,38,128
2016-09-02,38,128
2016-09-03,38,128
2016-09-04,38,128
2016-09-05,38,128
2016-09-06,38,128
2016-09-07,38,128
2016-09-08,38,128
2016-09-09,38,128
2016-09-10,38,128
2016-09-11,38,128
2016-09-12,38,128
2016-09-13,38,128
2016-09-14,38,128
2016-09-15,38,128
2016-09-16,38,128
2016-09-17,38,128
2016-09-18,38,128
2016-09-19,38,128
2016-09-20,38,128
2016-09-21,38,128
2016-09-22,38,128
2016-09-23,38,128
2016-09-24,38,128
2016-09-25,38,129
2016-09-26,38,129
2016-09-27,38,129
2016-09-28,38,129
2016-09-29,38,129
2016-09-30,38,129
2016-10-01,40,129
2016-10-02,40,129
2016-10-03,40,129
2016-10-04,40,129
2016-10-05,40,129
2016-10-06,40,129
2016-10-07,40,129
2016-10-08,40,129
2016-10-09,40,129
2016-10-10,40,129
2016-10-11,40,129
2016-10-12,40,129
2016-10-13,40,129
2016-10-14,40,129
2016-10-15,40,129
2016-10-16,40,129
2016-10-17,40,129
2016-10-18,40,129
2016-10-19,40,129
2016-10-20,40,129
2016-10-21,40,129
2016-10-22,40,129
2016-10-23,40,129
2016-10-24,40,129
2016-10-25,40,129
2016-10-26,40,129
2016-10-27,40,129
2016-10-28,40,129
2016-10-29,40,129
2016-10-30,40,129
2016-10-31,40,129
2016-11-01,43,129
2016-11-02,43,129
2016-11-03,43,129
2016-11-04,43,129
2016-11-05,43,130
2016-11-06,43,130
2016-11-07,43,130
2016-11-08,43,130
2016-11-09,43,130
2016-11-10,43,130
2016-11-11,43,130
2016-11-12,43,130
2016-11-13,43,130
2016-11-14,43,130
2016-11-15,43,130
2016-11-16,43,130
2016-11-17,43,130
2016-11-18,43,130
2016-11-19,43,130
2016-11-20,43,130
2016-11-21,43,130
2016-11-22,43,130
2016-11-23,43,130
2016-11-24,43,130
2016-11-25,43,130
2016-11-26,43,130
2016-11-27,43,130
2016-11-28,43,130
2016-11-29,43,130
2016-11-30,43,130
2016-12-01,43,130
2016-12-02,43,130
2016-12-03,43,130
2016-12-04,43,130
2016-12-05,43,130
2016-12-06,43,130
2016-12-07,43,130
2016-12-08,43,130
2016-12-09,43,130
2016-12-10,43,130
2016-12-11,43,130
2016-12-12,43,130
2016-12-13,43,130
2016-12-14,43,130
2016-12-15,43,130
2016-12-16,43,131
2016-12-17,43,131
2016-12-18,43,131
2016-12-19,43,131
2016-12-20,43,131
2016-12-21,43,131
2016-12-22,43,131
2016-12-23,43,131
2016-12-24,43,131
2016-12-25,43,131
2016-12-26,43,131
2016-12-27,43,131
2016-12-28,43,131
2016-12-29,43,131
2016-12-30,43,131
2016-12-31,43,131
2017-01-01,46,131
2017-01-02,46,131
2017-01-03,46,131
2017-01-04,46,131
2017-01-05,46,131
2017-01-06,46,131
2017-01-07,46,131
2017-01-08,46,131
2017-01-09,46,131
2017-01-10,46,131
2017-01-11,46,131
2017-01-12,46,131
2017-01-13,46,131
2017-01-14,46,131
2017-01-15,46,131
2017-01-16,46,131
2017-01-17,46,131
2017-01-18,46,131
2017-01-19,46,131
2017-01-20,46,131
2017-01-21,46,131
2017-01-22,46,131
2017-01-23,46,131
2017-01-24,46,131
2017-01-25,46,131
2017-01-26,46,131
2017-01-27,46,132
2017-01-28,46,132
2017-01-29,46,132
2017-01-30,46,132
2017-01-31,46,132
2017-02-01,58,132
2017-02-02,58,132
2017-02-03,58,132
2017-02-04,58,132
2017-02-05,58,132
2017-02-06,58,132
2017-02-07,58,132
2017-02-08,58,132
2017-02-09,58,132
2017-02-10,58,132
2017-02-11,58,132
2017-02-12,58,132
2017-02-13,58,132
2017-02-14,58,132
2017-02-15,58,132
2017-02-16,58,132
2017-02-17,58,132
2017-02-18,58,132
2017-02-19,58,132
2017-02-20,58,132
2017-02-21,58,132
2017-02-22,58,132
2017-02-23,58,132
2017-02-24,58,132
2017-02-25,58,132
2017-02-26,58,132
2017-02-27,58,132
2017-02-28,58,132
2017-03-01,56,132
2017-03-02,56,132
2017-03-03,56,132
2017-03-04,56,132
2017-03-05,56,132
2017-03-06,56,132
2017-03-07,56,132
2017-03-08,56,132
2017-03-09,56,133
2017-03-10,56,133
2017-03-11,56,133
2017-03-12,56,133
2017-03-13,56,133
2017-03-14,56,133
2017-03-15,56,133
2017-03-16,56,133
2017-03-17,56,133
2017-03-18,56,133
2017-03-19,56,133
2017-03-20,56,133
2017-03-21,56,133
2017-03-22,56,133
2017-03-23,56,133
2017-03-24,56,133
2017-03-25,56,133
2017-03-26,56,133
2017-03-27,56,133
2017-03-28,56,133
2017-03-29,56,133
2017-03-30,56,133
2017-03-31,56,133
2017-04-01,44,133
2017-04-02,44,133
2017-04-03,44,133
2017-04-04,44,133
2017-04-05,44,133
2017-04-06,44,133
2017-04-07,44,133
2017-04-08,44,133
2017-04-09,44,133
2017-04-10,44,133
2017-04-11,44,133
2017-04-12,44,133
2017-04-13,44,133
2017-04-14,44,133
2017-04-15,44,133
2017-04-16,44,133
2017-04-17,44,133
2017-04-18,44,133
2017-04-19,44,133
2017-04-20,44,134
2017-04-21,44,134
2017-04-22,44,134
2017-04-23,44,134
2017-04-24,44,134
2017-04-25,44,134
2017-04-26,44,134
2017-04-27,44,134
2017-04-28,44,134
2017-04-29,44,134
2017-04-30,44,134
2017-05-01,67,134
2017-05-02,67,134
2017-05-03,67,134
2017-05-04,67,134
2017-05-05,67,134
2017-05-06,67,134
2017-05-07,67,134
2017-05-08,67,134
2017-05-09,67,134
2017-05-10,67,134
2017-05-11,67,134
2017-05-12,67,134
2017-05-13,67,134
2017-05-14,67,134
2017-05-15,67,134
2017-05-16,67,134
2017-05-17,67,134
2017-05-18,67,134
2017-05-19,67,134
2017-05-20,67,134
2017-05-21,67,134
2017-05-22,67,134
2017-05-23,67,134
2017-05-24,67,134
2017-05-25,67,134
2017-05-26,67,134
2017-05-27,67,134
2017-05-28,67,134
2017-05-29,67,134
2017-05-30,67,134
2017-05-31,67,135
2017-06-01,59,135
2017-06-02,59,135
2017-06-03,59,135
2017-06-04,59,135
2017-06-05,59,135
2017-06-06,59,135
2017-06-07,59,135
2017-06-08,59,135
2017-06-09,59,135
2017-06-10,59,135
2017-06-11,59,135
2017-06-12,59,135
2017-06-13,59,135
2017-06-14,59,135
2017-06-15,59,135
2017-06-16,59,135
2017-06-17,59,135
2017-06-18,59,135
2017-06-19,59,135
2017-06-20,59,135
2017-06-21,59,135
2017-06-22,59,135
2017-06-23,59,135
2017-06-24,59,135
2017-06-25,59,135
2017-06-26,59,135
2017-06-27,59,135
2017-06-28,59,135
2017-06-29,59,135
2017-06-30,59,135
2017-07-01,63,135
2017-07-02,63,135
2017-07-03,63,135
2017-07-04,63,135
2017-07-05,63,135
2017-07-06,63,135
2017-07-07,63,135
2017-07-08,63,135
2017-07-09,63,135
2017-07-10,63,135
2017-07-11,63,136
2017-07-12,63,136
2017-07-13,63,136
2017-07-14,63,136
2017-07-15,63,136
2017-07-16,63,136
2017-07-17,63,136
2017-07-18,63,136
2017-07-19,63,136
2017-07-20,63,136
2017-07-21,63,136
2017-07-22,63,136
2017-07-23,63,136
2017-07-24,63,136
2017-07-25,63,136
2017-07-26,63,136
2017-07-27,63,136
2017-07-28,63,136
2017-07-29,63,136
2017-07-30,63,136
2017-07-31,63,136
2017-08-01,59,136
2017-08-02,59,136
2017-08-03,59,136
2017-08-04,59,136
2017-08-05,59,136
2017-08-06,59,136
2017-08-07,59,136
2017-08-08,59,136
2017-08-09,59,136
2017-08-10,59,136
2017-08-11,59,136
2017-08-12,59,136
2017-08-13,59,136
2017-08-14,59,136
2017-08-15,59,136
2017-08-16,59,136
2017-08-17,59,136
2017-08-18,59,136
2017-08-19,59,136
2017-08-20,59,136
2017-08-21,59,136
2017-08-22,59,137
2017-08-23,59,137
2017-08-24,59,137
2017-08-25,59,137
2017-08-26,59,137
2017-08-27,59,137
2017-08-28,59,137
2017-08-29,59,137
2017-08-30,59,137
2017-08-31,59,137
2017-09-01,50,137
2017-09-02,50,137
2017-09-03,50,137
2017-09-04,50,137
2017-09-05,50,137
2017-09-06,50,137
2017-09-07,50,137
2017-09-08,50,137
2017-09-09,50,137
2017-09-10,50,137
2017-09-11,50,137
2017-09-12,50,137
2017-09-13,50,137
2017-09-14,50,137
2017-09-15,50,137
2017-09-16,50,137
2017-09-17,50,137
2017-09-18,50,137
2017-09-19,50,137
2017-09-20,50,137
2017-09-21,50,137
2017-09-22,50,137
2017-09-23,50,137
2017-09-24,50,137
2017-09-25,50,137
2017-09-26,50,137
2017-09-27,50,137
2017-09-28,50,137
2017-09-29,50,137
2017-09-30,50,137
2017-10-01,49,137
2017-10-02,49,138
2017-10-03,49,138
2017-10-04,49,138
2017-10-05,49,138
2017-10-06,49,138
2017-10-07,49,138
2017-10-08,49,138
2017-10-09,49,138
2017-10-10,49,138
2017-10-11,49,138
2017-10-12,49,138
2017-10-13,49,138
2017-10-14,49,138
2017-10-15,49,138
2017-10-16,49,138
2017-10-17,49,138
2017-10-18,49,138
2017-10-19,49,138
2017-10-20,49,138
2017-10-21,49,138
2017-10-22,49,138
2017-10-23,49,138
2017-10-24,49,138
2017-10-25,49,138
2017-10-26,49,138
2017-10-27,49,138
2017-10-28,49,138
2017-10-29,49,138
2017-10-30,49,138
2017-10-31,49,138
2017-11-01,45,138
2017-11-02,45,138
2017-11-03,45,138
2017-11-04,45,138
2017-11-05,45,138
2017-11-06,45,138
2017-11-07,45,138
2017-11-08,45,138
2017-11-09,45,138
2017-11-10,45,138
2017-11-11,45,138
2017-11-12,45,139
2017-11-13,45,139
2017-11-14,45,139
2017-11-15,45,139
2017-11-16,45,139
2017-11-17,45,139
2017-11-18,45,139
2017-11-19,45,139
2017-11-20,45,139
2017-11-21,45,139
2017-11-22,45,139
2017-11-23,45,139
2017-11-24,45,139
2017-11-25,45,139
2017-11-26,45,139
2017-11-27,45,139
2017-11-28,45,139
2017-11-29,45,139
2017-11-30,45,139
2017-12-01,50,139
2017-12-02,50,139
2017-12-03,50,139
2017-12-04,50,139
2017-12-05,50,139
2017-12-06,50,139
2017-12-07,50,139
2017-12-08,50,139
2017-12-09,50,139
2017-12-10,50,139
2017-12-11,50,139
2017-12-12,50,139
2017-12-13,50,139
2017-12-14,50,139
2017-12-15,50,139
2017-12-16,50,139
2017-12-17,50,139
2017-12-18,50,139
2017-12-19,50,139
2017-12-20,50,139
2017-12-21,50,139
2017-12-22,50,139
2017-12-23,50,139
2017-12-24,50,140
2017-12-25,50,140
2017-12-26,50,140
2017-12-27,50,140
2017-12-28,50,140
2017-12-29,50,140
2017-12-30,50,140
2017-12-31,50,140
2018-01-01,68,140
2018-01-02,68,140
2018-01-03,68,140
2018-01-04,68,140
2018-01-05,68,140
2018-01-06,68,140
2018-01-07,68,140
2018-01-08,68,140
2018-01-09,68,140
2018-01-10,68,140
2018-01-11,68,140
2018-01-12,68,140
2018-01-13,68,140
2018-01-14,68,140
2018-01-15,68,140
2018-01-16,68,140
2018-01-17,68,140
2018-01-18,68,140
2018-01-19,68,140
2018-01-20,68,140
2018-01-21,68,140
2018-01-22,68,140
2018-01-23,68,140
2018-01-24,68,140
2018-01-25,68,140
2018-01-26,68,140
2018-01-27,68,140
2018-01-28,68,140
2018-01-29,68,140
2018-01-30,68,140
2018-01-31,68,140
2018-02-01,72,140
2018-02-02,72,140
2018-02-03,72,141
2018-02-04,72,141
2018-02-05,72,141
2018-02-06,72,141
2018-02-07,72,141
2018-02-08,72,141
2018-02-09,72,141
2018-02-10,72,141
2018-02-11,72,141
2018-02-12,72,141
2018-02-13,72,141
2018-02-14,72,141
2018-02-15,72,141
2018-02-16,72,141
2018-02-17,72,141
2018-02-18,72,141
2018-02-19,72,141
2018-02-20,72,141
2018-02-21,72,141
2018-02-22,72,141
2018-02-23,72,141
2018-02-24,72,141
2018-02-25,72,141
2018-02-26,72,141
2018-02-27,72,141
2018-02-28,72,141
2018-03-01,64,141
2018-03-02,64,141
2018-03-03,64,141
2018-03-04,64,141
2018-03-05,64,141
2018-03-06,64,141
2018-03-07,64,141
2018-03-08,64,141
2018-03-09,64,141
2018-03-10,64,141
2018-03-11,64,141
2018-03-12,64,141
2018-03-13,64,141
2018-03-14,64,141
2018-03-15,64,141
2018-03-16,64,142
2018-03-17,64,142
2018-03-18,64,142
2018-03-19,64,142
2018-03-20,64,142
2018-03-21,64,142
2018-03-22,64,142
2018-03-23,64,142
2018-03-24,64,142
2018-03-25,64,142
2018-03-26,64,142
2018-03-27,64,142
2018-03-28,64,142
2018-03-29,64,142
2018-03-30,64,142
2018-03-31,64,142
2018-04-01,70,142
2018-04-02,70,142
2018-04-03,70,142
2018-04-04,70,142
2018-04-05,70,142
2018-04-06,70,142
2018-04-07,70,142
2018-04-08,70,142
2018-04-09,70,142
2018-04-10,70,142
2018-04-11,70,142
2018-04-12,70,142
2018-04-13,70,142
2018-04-14,70,142
2018-04-15,70,142
2018-04-16,70,142
2018-04-17,70,142
2018-04-18,70,142
2018-04-19,70,142
2018-04-20,70,142
2018-04-21,70,142
2018-04-22,70,142
2018-04-23,70,142
2018-04-24,70,142
2018-04-25,70,142
2018-04-26,70,142
2018-04-27,70,143
2018-04-28,70,143
2018-04-29,70,143
2018-04-30,70,143
2018-05-01,47,143
2018-05-02,47,143
2018-05-03,47,143
2018-05-04,47,143
2018-05-05,47,143
2018-05-06,47,143
2018-05-07,47,143
2018-05-08,47,143
2018-05-09,47,143
2018-05-10,47,143
2018-05-11,47,143
2018-05-12,47,143
2018-05-13,47,143
2018-05-14,47,143
2018-05-15,47,143
2018-05-16,47,143
2018-05-17,47,143
2018-05-18,47,143
2018-05-19,47,143
2018-05-20,47,143
2018-05-21,47,143
2018-05-22,47,143
2018-05-23,47,143
2018-05-24,47,143
2018-05-25,47,143
2018-05-26,47,143
2018-05-27,47,143
2018-05-28,47,143
2018-05-29,47,143
2018-05-30,47,143
2018-05-31,47,143
2018-06-01,45,143
2018-06-02,45,143
2018-06-03,45,143
2018-06-04,45,143
2018-06-05,45,143
2018-06-06,45,143
2018-06-07,45,144
2018-06-08,45,144
2018-06-09,45,144
2018-06-10,45,144
2018-06-11,45,144
2018-06-12,45,144
2018-06-13,45,144
2018-06-14,45,144
2018-06-15,45,144
2018-06-16,45,144
2018-06-17,45,144
2018-06-18,45,144
2018-06-19,45,144
2018-06-20,45,144
2018-06-21,45,144
2018-06-22,45,144
2018-06-23,45,144
2018-06-24,45,144
2018-06-25,45,144
2018-06-26,45,144
2018-06-27,45,144
2018-06-28,45,144
2018-06-29,45,144
2018-06-30,45,144
2018-07-01,55,144
2018-07-02,55,144
2018-07-03,55,144
2018-07-04,55,144
2018-07-05,55,144
2018-07-06,55,144
2018-07-07,55,144
2018-07-08,55,144
2018-07-09,55,144
2018-07-10,55,144
2018-07-11,55,144
2018-07-12,55,144
2018-07-13,55,144
2018-07-14,55,144
2018-07-15,55,144
2018-07-16,55,144
2018-07-17,55,144
2018-07-18,55,144
2018-07-19,55,145
2018-07-20,55,145
2018-07-21,55,145
2018-07-22,55,145
2018-07-23,55,145
2018-07-24,55,145
2018-07-25,55,145
2018-07-26,55,145
2018-07-27,55,145
2018-07-28,55,145
2018-07-29,55,145
2018-07-30,55,145
2018-07-31,55,145
2018-08-01,46,145
2018-08-02,46,145
2018-08-03,46,145
2018-08-04,46,145
2018-08-05,46,145
2018-08-06,46,145
2018-08-07,46,145
2018-08-08,46,145
2018-08-09,46,145
2018-08-10,46,145
2018-08-11,46,145
2018-08-12,46,145
2018-08-13,46,145
2018-08-14,46,145
2018-08-15,46,145
2018-08-16,46,145
2018-08-17,46,145
2018-08-18,46,145
2018-08-19,46,145
2018-08-20,46,145
2018-08-21,46,145
2018-08-22,46,145
2018-08-23,46,145
2018-08-24,46,145
2018-08-25,46,145
2018-08-26,46,145
2018-08-27,46,145
2018-08-28,46,145
2018-08-29,46,146
2018-08-30,46,146
2018-08-31,46,146
2018-09-01,60,146
2018-09-02,60,146
2018-09-03,60,146
2018-09-04,60,146
2018-09-05,60,146
2018-09-06,60,146
2018-09-07,60,146
2018-09-08,60,146
2018-09-09,60,146
2018-09-10,60,146
2018-09-11,60,146
2018-09-12,60,146
2018-09-13,60,146
2018-09-14,60,146
2018-09-15,60,146
2018-09-16,60,146
2018-09-17,60,146
2018-09-18,60,146
2018-09-19,60,146
2018-09-20,60,146
2018-09-21,60,146
2018-09-22,60,146
2018-09-23,60,146
2018-09-24,60,146
2018-09-25,60,146
2018-09-26,60,146
2018-09-27,60,146
2018-09-28,60,146
2018-09-29,60,146
2018-09-30,60,146
2018-10-01,80,146
2018-10-02,80,146
2018-10-03,80,146
2018-10-04,80,146
2018-10-05,80,146
2018-10-06,80,146
2018-10-07,80,146
2018-10-08,80,146
2018-10-09,80,147
2018-10-10,80,147
2018-10-11,80,147
2018-10-12,80,147
2018-10-13,80,147
2018-10-14,80,147
2018-10-15,80,147
2018-10-16,80,147
2018-10-17,80,147
2018-10-18,80,147
2018-10-19,80,147
2018-10-20,80,147
2018-10-21,80,147
2018-10-22,80,147
2018-10-23,80,147
2018-10-24,80,147
2018-10-25,80,147
2018-10-26,80,147
2018-10-27,80,147
2018-10-28,80,147
2018-10-29,80,147
2018-10-30,80,147
2018-10-31,80,147
2018-11-01,52,147
2018-11-02,52,147
2018-11-03,52,147
2018-11-04,52,147
2018-11-05,52,147
2018-11-06,52,147
2018-11-07,52,147
2018-11-08,52,147
2018-11-09,52,147
2018-11-10,52,147
2018-11-11,52,147
2018-11-12,52,147
2018-11-13,52,147
2018-11-14,52,147
2018-11-15,52,147
2018-11-16,52,147
2018-11-17,52,147
2018-11-18,52,147
2018-11-19,52,147
2018-11-20,52,148
2018-11-21,52,148
2018-11-22,52,148
2018-11-23,52,148
2018-11-24,52,148
2018-11-25,52,148
2018-11-26,52,148
2018-11-27,52,148
2018-11-28,52,148
2018-11-29,52,148
2018-11-30,52,148
2018-12-01,66,148
2018-12-02,66,148
2018-12-03,66,148
2018-12-04,66,148
2018-12-05,66,148
2018-12-06,66,148
2018-12-07,66,148
2018-12-08,66,148
2018-12-09,66,148
2018-12-10,66,148
2018-12-11,66,148
2018-12-12,66,148
2018-12-13,66,148
2018-12-14,66,148
2018-12-15,66,148
2018-12-16,66,148
2018-12-17,66,148
2018-12-18,66,148
2018-12-19,66,148
2018-12-20,66,148
2018-12-21,66,148
2018-12-22,66,148
2018-12-23,66,148
2018-12-24,66,148
2018-12-25,66,148
2018-12-26,66,148
2018-12-27,66,148
2018-12-28,66,148
2018-12-29,66,148
2018-12-30,66,148
2018-12-31,66,149
2019-01-01,73,149
2019-01-02,73,149
2019-01-03,73,149
2019-01-04,73,149
2019-01-05,73,149
2019-01-06,73,149
2019-01-07,73,149
2019-01-08,73,149
2019-01-09,73,149
2019-01-10,73,149
2019-01-11,73,149
2019-01-12,73,149
2019-01-13,73,149
2019-01-14,73,149
2019-01-15,73,149
2019-01-16,73,149
2019-01-17,73,149
2019-01-18,73,149
2019-01-19,73,149
2019-01-20,73,149
2019-01-21,73,149
2019-01-22,73,149
2019-01-23,73,149
2019-01-24,73,149
2019-01-25,73,149
2019-01-26,73,149
2019-01-27,73,149
2019-01-28,73,149
2019-01-29,73,149
2019-01-30,73,149
2019-01-31,73,149
2019-02-01,61,149
2019-02-02,61,149
2019-02-03,61,149
2019-02-04,61,149
2019-02-05,61,149
2019-02-06,61,149
2019-02-07,61,149
2019-02-08,61,149
2019-02-09,61,149
2019-02-10,61,150
2019-02-11,61,150
2019-02-12,61,150
2019-02-13,61,150
2019-02-14,61,150
2019-02-15,61,150
2019-02-16,61,150
2019-02-17,61,150
2019-02-18,61,150
2019-02-19,61,150
2019-02-20,61,150
2019-02-21,61,150
2019-02-22,61,150
2019-02-23,61,150
2019-02-24,61,150
2019-02-25,61,150
2019-02-26,61,150
2019-02-27,61,150
2019-02-28,61,150
2019-03-01,75,150
2019-03-02,75,150
2019-03-03,75,150
2019-03-04,75,150
2019-03-05,75,150
2019-03-06,75,150
2019-03-07,75,150
2019-03-08,75,150
2019-03-09,75,150
2019-03-10,75,150
2019-03-11,75,150
2019-03-12,75,150
2019-03-13,75,150
2019-03-14,75,150
2019-03-15,75,150
2019-03-16,75,150
2019-03-17,75,150
2019-03-18,75,150
2019-03-19,75,150
2019-03-20,75,150
2019-03-21,75,150
2019-03-22,75,150
2019-03-23,75,150
2019-03-24,75,151
2019-03-25,75,151
2019-03-26,75,151
2019-03-27,75,151
2019-03-28,75,151
2019-03-29,75,151
2019-03-30,75,151
2019-03-31,75,151
2019-04-01,73,151
2019-04-02,73,151
2019-04-03,73,151
2019-04-04,73,151
2019-04-05,73,151
2019-04-06,73,151
2019-04-07,73,151
2019-04-08,73,151
2019-04-09,73,151
2019-04-10,73,151
2019-04-11,73,151
2019-04-12,73,151
2019-04-13,73,151
2019-04-14,73,151
2019-04-15,73,151
2019-04-16,73,151
2019-04-17,73,151
2019-04-18,73,151
2019-04-19,73,151
2019-04-20,73,151
2019-04-21,73,151
2019-04-22,73,151
2019-04-23,73,151
2019-04-24,73,151
2019-04-25,73,151
2019-04-26,73,151
2019-04-27,73,151
2019-04-28,73,151
2019-04-29,73,151
2019-04-30,73,151
2019-05-01,85,151
2019-05-02,85,151
2019-05-03,85,151
2019-05-04,85,152
2019-05-05,85,152
2019-05-06,85,152
2019-05-07,85,152
2019-05-08,85,152
2019-05-09,85,152
2019-05-10,85,152
2019-05-11,85,152
2019-05-12,85,152
2019-05-13,85,152
2019-05-14,85,152
2019-05-15,85,152
2019-05-16,85,152
2019-05-17,85,152
2019-05-18,85,152
2019-05-19,85,152
2019-05-20,85,152
2019-05-21,85,152
2019-05-22,85,152
2019-05-23,85,152
2019-05-24,85,152
2019-05-25,85,152
2019-05-26,85,152
2019-05-27,85,152
2019-05-28,85,152
2019-05-29,85,152
2019-05-30,85,152
2019-05-31,85,152
2019-06-01,33,152
2019-06-02,33,152
2019-06-03,33,152
2019-06-04,33,152
2019-06-05,33,152
2019-06-06,33,152
2019-06-07,33,152
2019-06-08,33,152
2019-06-09,33,152
2019-06-10,33,152
2019-06-11,33,152
2019-06-12,33,152
2019-06-13,33,152
2019-06-14,33,152
2019-06-15,33,153
2019-06-16,33,153
